teks,jenis
"Kini kuhanya bisa sebatas mengenang 
 Semua tentangmu yang entah ada dimana 
 Sisakan memori yang begitu indah dalam jiwa 
 Melukai hati kala ingin bersama s'lamanya 
  
 Dalam luka ini aku masih tetap merindukanmu 
 Meski hanya bisa mengenangmu dalam duka 
 Bersama perih yang kian dalam meronta 
 Hatiku masih tersenyum dan tetap setia mencinta 
  
 Namun,.. 
 Kini Kau t'lah tinggalkanku sendiri 
 Tanpa Kau peduli dengan perasaanku 
 Kau pergi dengan keangkuhanmu 
 Kau tinggalkan kenangan indah yang setiap waktu menyapaku 
 Di dalam kesunyian dalam kesendirian 
 Kau begitu tega menghianati hati yang sepenuhnya memberikan pengorbanan 
  
 Haruskah air mata menitih setiap waktu karena merindukanmu? 
 Haruskah kuhancurkan dada ini agar Kau tahu bahwa aku masih mencintaimu? 
 Dan haruskah kukorbankan nyawa ini agar Kau tahu Aku bila Aku Mati Tanpamu? 
 Aku Hidup Untukmu namun kini sendiri tanpamu 
 Dimana Keadilan Cinta Dari Tuhan? 
  
 Entahlah,.. 
 Mungkin semunya sudah menjadi takdir Tuhan 
 Menjadi manusia yang sering dikecewakan 
 Hanya Dia (Tuhan) yang tak pernah mengecewakanku 
 Bagaimana kabarmu sekarang? 
 Aku harap Kau baik-baik saja 
 Apa Kau sudah lupa denganku? 
 Di Dalam Duka ini Aku Masih Tetap Setia Mencintaimu 
  
 ",puisi
"Sejauh mana mata memandang? 
 Kadang waktu tak diperhati 
 Bahkan tak sadar waktu ada di kehidupan 
 Kita tak terlepas dengan waktu 
 Langkah kecil 
 tetap berpegang teguh dengan waktu 
 Kita menganggap waktu hanyalah angin malam 
 Hanya tiba lalu hilang begitu saja 
 Roda berputar seiring dengan waktu berjalan 
 Senja pagi hias aroma indah alam Subuh kewajibanku ! Dhuha Sunnahku ! 
 Semburan sang surya terasakan 
 Dhuhur laksanakan! 
 Mentari pun tenggelam 
 Sambut kehidupan malam 
 Tak peduli kata petinggi! 
 Tak peduli kata guru! 
 Tak peduli kata pelajar! 
 Yang tak bersahabat dengan waktu 
 Mereka hanyalah boneka boneka lusuh 
 Yang tak tahu keberadaan waktu 
 Wahai Petinggi! Hanguskan uang harammu! 
 Rakyat menangis karena ulahmu! 
 Wahai Guru ! Ajarkan anak didikmu dengan tulus! 
 Muridmu akan patut denganmu 
 Wahai Pelajar! Giat belajar 
 taat guru 
 dan tetap luhur dalam budi! 
 Masa depan masih menunggumu 
 Dengan rayuan dingin kah mereka akan mengenal waktu? 
 Sulitkah kita mengenggam waktu? 
 Ingat ! Demi waktu ! 
 Tuhan selalu dekat denganmu 
 Jika kamu selalu dekat denganNya 
 Meraih kesempatan untuk memeluk waktu 
 Buang lembar lama 
 songsong lembar baru Untuk menjadi pribadi yang bersahabat dengan waktu 
  
 ",puisi
"Halaman luas dipenuhi keril dari aspal yang pudar 
 Pintu pagar besi berkarat lekat 
 Rumput hijau tumbuh kurus dicelah aspal yang lekang 
 Tapak sepatu tercetak diatas keramik berdebu 
 Dan diantara debu lain tertutup selemabar kertas coklat 
 Tak jauh dari letak bekas sepatu 
 Sebuah kertas yang luar biasa 
 Kertas abrakadapra 
 Ia menampung karunia hidup 
 Karunia yang cukup untuk melawan frontal kehidupan 
 Jangan sampai tangan tengadah diatas kepala 
 Karena asa hilang tanpa cahaya 
 Tentu lenyap kehormatan ditelan lakon kotor 
 Dan predikat sampah melekat menjadi jati diri 
 Pemalas! bodoh! Kotor! ""Jelas saja"" kerja keras dan impian kami! Kamu rampas! 
 Dari impian ceriwitan sampai yang tak terhingga bagimu 
 Jadi apakah pantas cap itu di muka kami? 
 Jika ada kata yang dapat menjadi simbol untuk kalian, betapa bahagia walau tidak merubah kenyataan 
 Sayang tak terpikir simbol itu di benak kami 
 Karena perut kecil lebih penting cepat di isi sebelum roh pergi dari raga. 
  
 ---- 
 No. Urut : 2974 
 Tanggal Kirim : 25/04/2014 13:47:14 
  
 ",puisi
"Ternyata masih bisa ku tertawa, 
 Sedang kepala membentur keras 
 Kenyataan dera 
  
 Ternyata masih sanggup ku berkhayal 
 Saat lamunan membekap penuh 
 Imajinasi bual 
  
 Begitu indah menyadari kedunguan 
 Begitu lepas menatapi kekalutan 
 Dalam lingkaran nihil daya diri 
 Dalam bulatan limbung seloka hati 
  
 Bertubi menerpa tiada henti 
 Kesanggupan tuk menepi 
 Merontak amuk caci maki 
 Keyakinan tuk terus tetap berdiri 
  
 Kutunggu sekejab awan memuntah 
 Rintik menderas hujaman amarah 
 Ku berdiri, melirih kuyup basah 
 Agar airmata membias sumringah 
 Agar sedu sedan menampak gagah 
 Di bawah deras rintihan marwah 
  
 Semoga sekepal iman yang ada... 
 Kan tetap meyakin asa 
 Bahwa....... 
 Selepas badai, damai kan ada, 
 Berkasih mesra dengan bahagia 
  
 ",puisi
"Kadang ku berpikir untuk berhenti melangkah sejenak 
 Namun. Ku takut kaki ku tak mau lagi tuk melangkah 
 Ku terdiam sejenak. Untuk berpikir dan hanya sekedar merenung 
 Kemana kaki ku harus melangkah dan sampai di mana ku harus berhenti melangkah??? 
 Ingin ku berlari untuk mengejar semua harapan itu.... 
 Tapi aku salah dengan berlari hanya akan membuat ku terjatuh dan terluka. 
 Ku putuskan untuk terus menatap kedepan. 
 Dengan lagkah penuh keyakinan akan ada satu hari nanti 
 Dimana kaki ku kan perpijak dan dunia dapat ku rangkul dengan senyuman yang terus mengembang 
  
 ",puisi
Deras arus Kali Malang \n Naik perahu sangat lama \n Senang hati bukan kepalang \n Kalau cintaku kau terima \n ,pantun
Kain tenun dari sumbawa \n Kain batik dari pekalongan \n Kalau ingin jadi mahasiswa \n Sekolah Dasar jangan diabaikan \n ,pantun
"Wanita luhur jagat raya ......... 
 ibulah sebutannya............... 
 yang selalu memberi cinta.... 
 untuk putra putrinya.......... 
 Disaat aku di kandungan.......... 
 dibelailah rasa kasih sayang ... 
 disaat aku dilahirkan............... 
 selalu ada dalam pelukanmu..... 
 Dengan tulus ihklas kasihmu... 
 selalu memberiku cinta........... 
 wanita luhur jagat raya ........... 
 kaulah yang tak ingin dibalasnya... 
 Ibuku takkan pernah lelah....... 
 membimbing diriku hingga taat ibadah.. 
 ibuku adalah orang yang paling mulia... 
 sehingga banggaku tiada tara............... 
 Janganlah kau menyakiti ibumu.. 
 karena dia yang susah payah melahirkanmu.. 
 apabila engkau menyakiti ibumu..... 
 disebutnya kaulah anak durhaka...... 
 Jadilah kau anak yang berguna....... 
 bagi siapapun saja........................ 
 karena ibumu selalu berdoa........... 
 kepada putra putrinya.................... 
 Ibuku adalah sang surya......... 
 yang selalu menyinari dunia.... 
 ooooh tuhanku yang maha esa. 
 berilah hadiah syurga kepada seorang ibu........ 
  
 <Lirik Wanita Luhur H. Komar> 
  
 ",puisi
Tuan puteri belajar menari \n Tari diajar oleh Pak Harun \n Kalau Tuan bijak bestari \n Apa yang naik tak pernah turun? \n (umur) \n ,pantun
"Aku tercela 
 Tiada terpuji 
 Bukan apa-apa 
 Dan hanya sebelah mata 
 Bak bangsa dari negara tertinggal 
 Otak yg tak semampai 
 Apalagi berharap untuk berprestasi 
 Tiada bakat yg terlihat 
 Apalagi skill yg nampak 
 Tak ada harapan 
 Hanya imajinasi permainan 
 Tiada prestasi 
 Sangat biasa 
 Pun sederhana saja 
 Aku biasa saja 
 Tak istimewa 
 Terlebih sesuatu 
 Diriku terbilang bodoh 
 Terukur standar saja 
 Tak lebih dan sangat kurang 
 J 
 Angan berharap masuk sepuluh besar 
 Asal naik kelas sajas sudah syukur 
 Seperti itu terdengar prinsip 
 Selalu begitu 
 Saat kenaikan itu tiba 
 Hari yg istimewa bagi mereka 
 Tapi tidak bagi diri ini 
 Seolah masih sama saja hari biasa. 
 Tidak istimewa 
 Sepuluh nama tertera pada papan peringkat 
 Sederet nama orang terpintar 
 Pikir ku ini deskriminasi 
 Hanya sepuluh terpilih dari kami 
 Padahal kami lebih dari keduapuluh 
 Ku dapati satu nama kaum adam terliskan 
 Membuat ku kebingungan 
 Mengapa itu terjadi 
 Mungkinkah karna kecerdasannya 
 Ataukah krn ia anak seorang guru 
 Tapi pada tingkat ketiga masih wajar saja 
 P 
 Asti karna kepandaiannya 
 Terlintas benak tak mau lagi dikalah 
 Aku sibuk mengatur rute menuju arah lebih baik 
 Mencarai jalan menjadi berubah 
 Aku tersadarK 
 An 
 Harusnya sejak dulu seperti ini 
 Sadar pada kebodohan 
 Yang harus aku bajaki mulai saat ini 
 Kini aku bertekad mengwejar nilai tertinggi 
 Belajar sebisa diri ini 
 Kelas IV semester awal jadi kesempatan emas 
 Tiada lagi tugas terlambat 
 Tiada lagi catatan terlewat 
 Aku percaya diri 
 Yakin mampu menandingi 
 Sesiapapun sebisa diri ini 
 Hingga pada penghujung masa yg ku nantikan 
 Urutan ketujuh aku dapatkan 
  
 ",puisi
Kalau ada jarum yang patah \n Jangan simpan dalam peti \n Kalau ada kata yang salah \n Jangan simpan dalam hati \n ,pantun
Bu Dinda membeli tomat \n Beli tomat di Pasar Minggu \n Untukmu guru yang terhormat \n Semoga engkau sehat selalu \n ,pantun
Kera di hutan cekat melompat \n Si pemburu memasang jerat \n Hina sangat sifat mengumpat \n Dilaknat Allah dunia akhirat \n ,pantun
"Sebongkah es batu pecah 
 Saat semua bertaburan dalam sedihaku menjadi sebuah api yang padam 
 Bahkan aku itu hanya angin yang diam 
 Tak terarah, dimana mataku mulai letih 
 Dengan lentikan jari tuk gapai mu 
 Aku terjatuh dan terdiam dalam ruang kosong, 
 Di sini gelap yang tersiaa hanya kelam, 
 Pelangi itu menari indah tanpa ku 
 Mungkin aku bukan diriku yang dahulu 
 Yang ku tau hanya mimpi yang ga mungkin ku capai 
 Yang ga mungkin untuk bisa ku dapat, 
 Yang tersisah hanya perih 
 Yang terpanah dalam pusaran cahaya kecil 
 Heii,, aku akan pergi jauhh dan jauhh 
 Melebihi awan yang tak tersentuh 
 Aku ingat saat kita bersama 
 Mewarnai dunia dengan tawa 
 Senyum mu yang sempurna 
 Tawa mu yang bahagia 
 Hahaha,, heii,I just want to say,ÌLU Janice dudud:)12.05.2013By :hmm 
  
 ",puisi
Gunung Merapi rupane biru \n dicedaki dadi ijo wit-witan cemara \n Menawi kula gadhah keliru \n nyuwun agenging samudra pangapura \n ,pantun
"Rindu Cinta Dengan Hati 
 Oleh Tresna pratama 
  
 Telah jauh. 
 Pandangan kedua bola mataku,Selalu 
 Terbuka dalam setiap khayalan. 
 Hendak Mengantarkan pesan hati, 
 Tak juga sampai pada kenyataan manis. 
 Tak jarang pula. 
 Pena jiwaku menulis lembut, 
 Uraikan kata haraf tanpa bersyarat. 
 Namum berulangkali makna hatiku, Terlepas dipersimpangan sebuah rasa Yang buta akan ketulusan. 
 Bagaikan terlelap dialunan mimpi 
 Sekalipun begitu indah 
 selalu saja Berakhir saat terbangun dari tidurku. 
 Semuanya tertinggal 
 dibalik angan Yang masih berdiri dalam penantian.Sungguh. 
 Rindu cinta dengan hati ini. 
 Telah menggetarkan lelah, 
 Seperti menyuruhku untuk menyerah. 
 Tetapi waktu seakan mengajarkanku, 
 Akan berharganya suatu pengorbanan Untuk memahat satu nama dikeabadian cinta. 
  
 ",puisi
"Ku hela nafas dalam-dalam 
 Larut , terlena oleh malam 
 Ditemani dirimu yang melalu-lalang 
 Membuat anganku kabur entah melayang 
  
 Orkestra malam pengiring terakhir 
 Menggema pecahkan saraf sadar 
 Ulas , surai telah bertumpang-tindih rapi 
 Hingga pelupuk tak mampu memegas lagi 
  
 Namun masih saja hadir dirimu 
 Dalam alam rebahku 
 Bagaimana bisa kau melakukan ? 
 Sedangkan masih banyak bunga berderetan 
  
 Mungkinkah mereka tersipu malu 
 Akan indahnya adiwarnamu ? 
 Sampai manasuka melayu 
 Memilihmu menjadi bunga tidurku 
  
 No Urut: 7273 
 Tanggal: 25/02/2017 0:25:49 
  
 ",puisi
"Negaraku, Bangsaku, Republikku 
 Oleh M. Faig Hanif 
  
 Inikah Negaraku yang kucinta? 
 Yang memandang sesuatu sesudut saja 
 Yang terpaku pada nilai akademika 
 Sehingga tercipta moral lembek tak bermakna 
  
 Oh, Bangsaku.. Indonesia 
 Ilmu adalah makanan jiwa 
 Namun mengapa buatku hampa? 
 Mengapa buat hariku tak berwarna? 
 Sehingga hambatku hadapi dunia 
  
 Oh, Republikku... Indonesia 
 Pendidikan bukan hanya tuk nilai semata 
 Yang buatmu bahagia sedetik saja 
 Namun... untuk masa depan disana 
 Yang entah kapan datangnya 
  
 Semua ini hanyalah sesuatu yang tertunda 
 Sehingga generasi luar biasa belum tercipta 
 Jika semua itu tiba... 
 Jika Jiwa, Raga, dan Tenagaku masih ada 
 Akan kuteriakkan dengan nyata 
 ""Lihatlah, generasi itu datang pada saatnya"" 
 Walaupun hanya angin yang mendengarnya... 
  
 ",puisi
"Tuhan, siapakah diri ini ? 
 Yang tak lain hanya wanita biasa 
 Hambamu biasa yang juga terselimuti banyak dosa 
 Wanita yang terkadang tidak dapat menjaga 
 Kehormatan dan tutur katanya 
 Tuhan, di mana kah tempat diri ini ? 
 Kau sandingkan diri ini kepada orang-orang yang muliakah ? 
 Kau tempatkan diri ini diantara kaum-kaum musliminkah ? 
 Tuhan, sejauh mana diri ini melangkah ? 
 Pantaskah aku mengharapkan yang baik 
 Pantaskah aku mengidamkan imam yang mulia 
 Sementara diri ini masih tertutupi tebalnya dosa ? 
 Tuhan, sanggupkah diri ini merubah ? 
 Yang kadang banyak hal duniawi yang menggoda 
 Lalu diri ini meng-iyakan 
 Apakah masih ada tempat untuk diri ini Tuhan ? 
 Dosaku memang setinggi langit, namun hamba yakin 
 Ampunanmu selebar dunia ini. 
  
 ",puisi
"Terbayang akan wajah lugu mu 
 Menderaskan airmata yang jatuh membasahi pipiku. 
 Saat ku pejamkan mata, Mimpi tuk memilikimu timbul begitu saja 
 Dalam benaku selalu ada penyesalan 
 Dimana ku selalu menantikan mu berada dihidupku slamanya. 
 Tapi sekali lagi aku hancur karna mu 
 Setiap Waktu Ku, selalu terbuang percuma hanya untuk mu. 
 Tapi kau tak pernah menengok ku sedikitpun, yang slalu berdiri dibelakangmu. 
 Sadarkah kau, Akan cinta Tulus ku ini, yang tak seharusnya kau pantas mendapatkan nya.... 
 Seuntai Penantian ini akan selalu kukenang dalam hidupku. 
  
 ",puisi
Bukan lebah sembarang lebah \n Lebah bersarang di buku buluh \n Bukan sembah sembarang sembah \n Sembah bersarang jari sepuluh \n ,pantun
"Cahayamukan ku kejar selalu demi impiankutuk temukan rindu di kalbukepadamu 
 sang pemberi rindu 
 Kan ku coba selaluberusaha di kehidupan iniagar impian ini kan terwujudterimalah curahan hati ini ya ALLAH 
  
 ",puisi
Pagi-pagi baca koran \n Semoga saja kamu kurang \n Jangan lupa baca Al-Quran \n Semoga saja harimu terang \n ,pantun
"Tinggi bayam berjengkal-jengkal, \n bayang dijinjing karena ringan. \n Kepada Allah bertawakal, \n tempat diri mohon pertolongan. \n ",pantun
"Malam menyelimuti kelam 
 Senyum menutupi lara 
 Terpejam untuk sejenak menyembunyikan resah.. 
  
 Bahagia itu mungkin seperti kupu-kupu 
 Banyak dan berterbangan di sekitar sini 
 Terlihat indah namun sulit untuk di gapai.. 
 Selalu lari saat akan di raih.. 
  
 Seandainya bahagia itu seperti kunang2 
 Masuk melalui nadi .. 
 Mengeluarkan cahaya yang berbinar lewat sebuah senyum 
  
 Kubiarkan dan menunggu kunang2 untuk masuk sendiri.. 
 Atau mungkin harus kutangkap? 
  
 Ntahlah.. malam kian pekat.. 
 Mendung dan kunang2 masih sembunyi.. 
 Kembali memejamkan mata 
 Berharap ada kunang2 yang tersesat..﻿ 
  
 ",puisi
Sungguhlah besar taman Seri Mahkota \n Tempat bermain bidadari Lela Utama \n Sungguhlah benar bagi orang yang takwa \n Ada tempat yang aman dan bahagia \n ,pantun
Bunga cina di atas batu \n Daunnya lepas ke dalam ruang \n Adat budaya tidak berlaku \n Sebabnya emas budi terbuang \n ,pantun
"Ketika ikatan tali hatimu yang engkau simpulkan dihatikukini mulai longgar perlahan-lahan dihatimu kasihketika dalam benakmu terlintas perasaan untuk meninggalkan diri inimaka ingatlah betapa susahnya engkau mendapatkan hati ini dulu 
 Ketika engkau mulai bosan dengan kehadiranku dihatimu maka ingatlah kisah-kisahindah yang perna kita lalui bersama kasihdikala hatimu ingin mendua dari hati inimaka ingatlah aku yang menunggumu disini dengan setia Jangan biarkan waktu menjadi teman setiaku dikesehariaanku menunggumu dan terus menunggumu dalam diamkusadari, sadari dan ingat ada diriku yang menantimu disinijangan biarkan hati ini kembali kosong dan merana tanpamu kasih 
 Ketika waktu berhenti berputar sejenak merubah haluangmu mengarahkanmu kembali kehatiku berlabuh jangan sampai engkau hanya dapati jasad tak bernyawa lagi engkau temui kasih tubuh yang terbungkus kain kafan Biarlah hanya batu nisan yang berdiri kokoh bertuliskan namakumenjadi saksi dan kenangan betapa aku mencintaimu dan menyayangimu kasihkuaku pergi bukan meninggalkanmu bukan karna kupasrah tapi aku bahagia pernah menjadi bagian dari hidupmu Salam hangat untuk yang tersayang jangan tangisi kepergiaanku simpan air matamu untuk orang yang engkau sayangi 
  
 ",puisi
"Dalam diam hati terasa rindu 
 Entah rindu kepada siapa 
 Kadang hati gelisah saat tidak ada lagi cinta 
 Namun hati menunggu cinta datang lagi 
 Entah kapan cinta akan datang Hanya menunggu waktu yang menjawabnya 
 Kadang hati bingung kepada siapa nanti hati ini di miliki.. 
 Meski ada cinta di hadapan mata ini 
 Aku hanya pasrah pada jodohku kelak nanti 
 Harapan hanya membawaku ke dunia 
 Kebahagiaan hingga akhir hidup ini 
 Yang bisa terima diri ini yang tak sempurna di matamu nanti.. 
 Hanya ketulusan dan keikhlasan hati yang ku inginkan bukan karna harta 
 wajah parasmu maupun kelebihan dari dirimu... 
 Hanyalah cinta yang ku mau.. 
  
 ",puisi
"Shobat ..... 
 Jelaskan padaku 
 Tentang Cinta 
 Tentang Rindu 
 Serta Kekasih 
 Shobat ........... 
 Buat aku mengerti 
 Masalah cinta 
 Masalah Rindu 
 Juga masalah kekasih 
 Sebab hingga sekarang 
 Aku hanya tahu bahwa 
 Didekat dia 
 Hatiku berdebar 
 Melihat dia tersenyum 
 Aku menemukan surga 
 Bila ia tiada 
 Aku senantiasa mencarinya 
 Shobat ......... 
 Apakah ini cinta 
 Apakah ini rindudan apakah dia kekasih 
 Bila ini adalah cinta 
 Bila ini rindudan dia kekasih hatikutolong katakan padanyasebab harapku hanyadia tahu rasakudia tahutentang cinta ini 
  
 ",puisi
"Tempat duduknya sangat tinggi, \n Namun ia bernasib malang, \n Saat malam ia berseri, \n Bila siang ia menghilang? \n (Jawabannya: Bintang) \n ",pantun
"Semua berubah,.. 
 Sungguh telah berbeda 
 Tak ada lagi senyum yang merekah di bibirku 
 Tak ada lagi tawa dalam hari-hariku 
 Tak ada lagi sinar dalam kedua bola mataku 
  
 Semua sirna, lenyap tanpa sisa 
 Bintang-bintang  yang setia menemaniku 
 Bulan yang selalu tersenyum kepadaku 
 Kini semua t'lah menjauh 
 Meninggalkanku dalam pekatnya malam 
  
 Terpuruk di dalam kesepian 
 Kini, Ku merana sejak Kau pergi 
 Seringkali teringat tentangmu 
 Saat Aku tersenyum karenamu 
 Kala Aku bahagia dalam pelukmu 
 Dan kebersamaan Kita dulu 
 Setiap waktu 
 Semua masih melekat 
 Dalam memoriku begitu erat 
  
 Terkadang, hatiku membesit rasa penyesalan 
 Karena Aku telah mengecewakanmu 
 Aku terlalu egois 
 Aku tak pernah peduli padamu 
 Dan sering mengabaikanmu 
 Bahkan Kau sering terluka karena sikapku 
  
 Sekarang,.. 
 Aku begitu merindukanmu 
 Ingin rasanya bertemu denganmu 
 Dan mengatakan 'maaf' padamu 
 Atas semua sikapku dulu 
  
 Tapi,.. 
 Mungkin terasa mustahil 
 Karena Kau telah memiliki kekasih 
 Kau telah bahagia dengan kehidupanmu sendiri 
 Tanpa perlu lagi mempedulikanku 
  
 Aku hanya bisa berharap 
 Dirimu sedia memaafkan 
 Semua kata dan perbuatanku dulu 
 Terbesit dalam hati tuk kembali bersamamu 
  
 Namun, namun, namun,.. 
 Apa mungkin Kau bisa mencintaiku lagi? 
 Walau mungkin hatimu t'lah terlukai karenaku 
 Andai Kau berikanku kesempatan kedua 
 Aku berjanji,.. 
 Takkan melukaimu lagi 
 Aku kan mencintaimu setulus hatiku 
 Lebih dari rasaku padamu dulu 
  
 Sekarang,.. 
 Aku selalu sedih mengingatmu 
 Terpenjara dalam kenangan tentangmu 
 Dan selalu rubuh dalam duka penyesalanku 
 Maafkan Aku yang dulu,.. 
  
 ",puisi
"Sembilu menghanyut lara 
 Tiba senjamu melenyap 
 Gelap semakin kelam 
 Namun kasih tak kunjung terpaut 
  
 Gelora merambah hening 
 Seketika hanyut 
 Seksama menanti hati bersahaja 
 Tatkala seroja kelak bertemu 
 Bersua indah wahai anganku 
 Bersama menanti 
 Herannya tak kunjung bersemi 
  
 Fajar menyongsong pagi 
 Menukik sajak tak bermajas 
 Merambah pilu, mengalun duka 
 Kaki sekejap melangkah 
 Terderap hati 
 Mengabadi cinta kemarin sore 
  
 ",puisi
Kini kita dapat tertawa puas \n Menggapai mimpi dengan bebas \n Asal rajin dan tak malas \n Melanjutkan kemerdekaan dengan tegas \n ,pantun
"Kehidupan merupakan sebuah pulau di lautan kesepian, dan bagi pulau itu bukti karang yang timbul merupakan harapan, pohon merupakan impian, bunga merupakan keheningan perasaan, dan sungai merupakan damba kehausan. 
 Hidupmu, wahai saudara-saudaraku, laksana pulau yang terpisah dari pulau dan daerah lain. Entah berapa banyak kapal yang bertolak dari pantaimu menuju wilayah lain, entah berapa banyak armada yang berlabuh di pesisirmu, namun engkau tetap pulau yang sunyi, menderita kerana pedihnya sepi dan dambaan terhadap kebahagiaan. Engkau tak dikenal oleh sesama insan, lagi pula terpencil dari keakraban dan perhatian. 
  
 Saudaraku, kulihat engkau duduk di atas bukit emas serta menikmati kekayaanmu -bangga akan hartamu, dan yakin bahawa setiap genggam emas yang kau kumpulkan merupakan mata rantai yang menghubungkan hasrat dan fikiran orang lain dengan dirimu. 
 Di mata hatiku engkau kelihatan bagaikan panglima besar yang memimpin bala tentara, hendak menggempur benteng musuh. Tapi setelah kuamati lagi, yang nampak hanya hati hampa belaka, yang tertempel di balik longgok emasmu, bagaikan seekor burung kehausan dalam sangkar emas dengan wadah air yang kosong. 
 Kulihat engkau, saudaraku, duduk di atas singgahsana agung; di sekelilingmu berdiri rakyatmu yang memuji-muji keagunganmu, menyanyikan lagu penghormatan bagi karyamu yang mengagumkan, memuji kebijaksanaanmu, memandangmu seakan-akan nabi yang mulia, bahkan jiwa mereka melambung kesukaan sampai ke langit-langit angkasa. 
 Dan ketika engkau memandang kelilingmu, terlukislah pada wajahmu kebahagiaan, kekuasaan, dan kejayaan, seakan-akan engkau adalah nyawa bagi raga mereka. 
 Tapi bila kupandang lagi, kelihatan engkau seorang diri dalam kesepian, berdiri di samping singgahsanamu, menadahkan tangan ke segala arah, seakan-akan memohon belas kasihan dan pertolongan dari roh-roh yang tak nampak -mengemis perlindungan, kerana tersisih dari persahabatan dan kehangatan persaudaraan. 
 Kulihat dirimu, saudaraku, yang sedang mabuk asmara pada wanita jelita, menyerahkan hatimu pada paras kecantikannya. Ketika kulihat ia memandangmu dengan kelembutan dan kasih keibuan, aku berkata dalam hati, ""Terpujilah Cinta yang mampu mengisi kesepian pria ini dan mengakrabkan hatinya dengan hati manusia lain."" 
 Namun, bilamana kuamati lagi, di sebalik hatimu yang bersalut cinta terdapat hati lain yang kesunyian, meratap hendak menyatakan cintanya pada wanita; dan di sebalik jiwamu yang sarat cinta, terdapat jiwa lain yang hampa, bagaikan awan yang mengembara, menjadi titik-titik air mata kekasihmu... 
  
 Hidupmu, wahai saudaraku, merupakan tempat tinggal sunyi yang terpisah dari wilayah penempatan orang lain, bagaikan ruang tengah rumah yang tertutup dari pandangan mata tetangga. Seandainya rumahmu tersalut oleh kegelapan, sinar lampu tetanggamu tak dapat masuk meneranginya. Jika kosong dari persediaan kemarau, isi gudang tetanggamu tak dapat mengisinya. Jika rumahmu berdiri di atas gurun, engkau tak dapat memindahkannya ke halaman orang lain, yang telah diolah dan ditanami oleh tangan orang lain. Jika rumahmu berdiri di atas puncak gunung, engkau tak dapat memindahkannya atas lembah, kerana lerengnya tak dapat ditempuh oleh kaki manusia. 
 Kehidupanmu, saudaraku, dibaluti oleh kesunyian, dan jika bukan kerana kesepian dan kesunyian itu, engkau bukanlah engkau, dan aku bukanlah aku. Jika bukan kerana kesepian dan kesunyian itu, aku akan percaya kiranya aku memandang wajahmu, itulah wajahku sendiri yang sedang memandang cermin. 
  
 (Dari 'Suara Sang Guru') 
  
 ",puisi
